Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 126, Sample, n/a, SFug_F1	Abundances Count: F5: 126, Sample, n/a, SFug_F1	Modifications
Q7K2P3	GH20817p	63.48	14	46	1	275767.42402	38	
Q7K2Q8	Trafficking protein particle complex subunit 5	23.2	5	5	5	10528.122370000001	4	
Q7K2W6	tyrosinase	23.91	16	34	16	137517.52909	23	
Q7K332	GH17623p	6.28	2	11	1	27444.4566	7	
Q7K3D4	peptidylprolyl isomerase	28.97	12	23	12	203868.7756	18	
Q7K3E2	LD34147p	38.81	22	51	22	471707.34103999997	40	
Q7K3H0	LD28067p	2.93	6	10	0	39880.92547	7	
Q7K3J0	T-complex protein 1 subunit theta	44.14	21	47	21	729740.62912	41	
Q7K3N4	GH26015p	16.49	7	13	7	95204.4482	8	
Q7K3V6	Elongation factor Tu, mitochondrial	8.77	4	6	4	33137.3239	6	
Q7K3W2	Mitochondrial-processing peptidase subunit alpha	19.06	9	22	9	94847.44662	19	
Q7K3W4	GH08941p	24.88	8	21	8	214961.54716	18	
Q7K3Y9	Spondin-1	5.04	5	7	5	13147.2556	4	
Q7K3Z3	GH01724p	39.07	15	44	15	644577.36882	40	
Q7K485	Cathepsin D	25.51	7	29	7	903214.37471	23	
Q7K4C7	choline-phosphate cytidylyltransferase	8.94	5	11	4	19673.1045	7	
Q7K4I5	UBX domain-containing protein 7	6.45	3	3	3	5554.312	1	
Q7K4J7	LD36653p	4.06	1	1	1	3674.9531	1	
Q7K4Q9	Hydroxymethylglutaryl-CoA synthase	3.44	2	3	2	11803.0487	2	
Q7K4T8	LD23856p	8.52	4	6	4	18667.971859999998	5	
Q7K4Y0	Desaturase 1, isoform A	7.57	3	3	2	12954.45134	3	
Q7K511	D-2-hydroxyglutarate dehydrogenase, mitochondrial	15.2	7	10	7	73056.61745	8	
Q7K519	GH16429p	6.75	3	3	3	18803.9064	2	
Q7K549	GH13040p	6.1	3	4	3	2686.4201	2	
Q7K561	GH11294p	1.75	1	1	1	512.99426	1	
Q7K568	GH10642p	13.82	5	11	5	89874.13927	10	
Q7K569	Glycerol-3-phosphate dehydrogenase	19.48	16	42	16	701462.9105	40	
Q7K5J8	Cuticular protein 57A, isoform A	34.78	6	25	6	257321.76786	21	
Q7K5M6	GH04176p	19.59	6	16	6	144006.9604	14	
Q7K7G0	Coatomer subunit delta	13.94	8	23	0	301201.3168	20	
Q7K860	FI07231p	33.33	5	18	5	419195.60075	15	
Q7K8X7	Glutathione S transferase E9	27.15	6	28	6	593514.52953	23	
Q7K9H6	Zinc finger FYVE domain-containing protein	3.2	4	6	4	2276.8198	1	
Q7KJ08	receptor protein-tyrosine kinase	3.41	6	8	6	8541.08405	6	
Q7KK54	MIP07328p	2.21	2	3	2	14202.6067	3	
Q7KK90	GH14654p	47.77	7	29	7	1203579.54827	26	
Q7KKI0	T-complex protein 1 subunit epsilon	19.74	12	22	1	183992.18562	21	
Q7KLE5	Amphiphysin	41.86	27	94	3	1879840.2266199999	78	
Q7KLW9	Pre-mRNA-processing factor 19	16.04	8	15	8	110188.89893	14	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	18	4	177447.7543	11	
Q7KM15	Transcription factor BTF3	39.05	5	6	5	69414.69200000001	4	
Q7KMM4	Glucosidase II subunit alpha	4.0	4	5	4	4932.8523000000005	2	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	16.23	7	17	7	184502.7971	13	
Q7KMQ0	26S proteasome regulatory subunit 7	57.51	25	63	23	1109015.3241	49	
Q7KMS3	Dynein light chain roadblock	22.68	3	4	3	9203.02637	4	
Q7KN61	Farnesyl pyrophosphate synthase	3.82	2	2	2	5212.5977	1	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	14.83	22	43	22	281394.05282	39	
Q7KN94	Electron transfer flavoprotein subunit alpha	78.48	21	113	21	4355279.57024	92	
Q7KND8	FI09619p	9.18	8	10	8	25371.44006	9	
Q7KNM2	Dorsal interacting protein 4	23.27	4	20	4	346409.72186	19	
Q7KRT4	GH07253p	2.47	1	1	0	2699.3289	1	
Q7KRZ3	Exocyst complex component 8	6.25	5	7	0	14235.0776	6	
Q7KS11	Uracil-DNA degrading factor, isoform B	9.49	3	6	3	20494.96076	6	
Q7KSD3	non-specific serine/threonine protein kinase	8.7	2	3	0	46716.4396	3	
Q7KSE4	GH05443p	5.39	4	5	4	14070.3316	4	
Q7KSM5	SUMO-activating enzyme subunit 1	30.56	9	17	9	174049.5981	14	
Q7KSQ0	Citrate transport protein	26.81	10	28	10	1033915.50204	25	
Q7KSQ2	Tyrosine-protein kinase	5.95	5	6	0	14626.80535	5	
Q7KSV7	Uncharacterized protein, isoform D	9.49	3	3	0	686.17194	1	
Q7KSW3	pyridoxal 5'-phosphate synthase	42.19	11	42	1	229516.63856	30	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	59.2	13	35	0	645739.53201	26	
Q7KT58	GH08155p	7.03	4	6	4	14061.4918	5	
Q7KT70	FI18641p1	4.18	4	4	4	11747.45083	4	
Q7KTA1	HL01444p	20.43	10	22	10	65285.00334	17	
Q7KTG2	Apolipoprotein lipid transfer particle	3.85	19	26	19	126147.65577	24	
Q7KTJ7	Basigin, isoform G	28.55	19	87	5	2734974.19456	76	
Q7KTN9	FI01009p	4.26	3	3	0	5013.1854	2	
Q7KTP7	LP22840p	61.88	10	18	10	130547.8408	16	
Q7KTW5	Inositol-1-monophosphatase	56.12	16	54	16	2245793.14691	44	
Q7KUA4	SUMO-activating enzyme subunit	18.14	12	21	12	150002.64994	18	
Q7KUB3	Ecdysone-inducible gene E1, isoform A	3.03	4	5	4	8996.0591	3	
Q7KUC2	Pyridoxal kinase	36.18	11	37	10	337085.67993	34	
Q7KUD4	phospholipase A2	3.95	4	6	0	14076.5817	5	
Q7KUK9	Uncharacterized protein, isoform B	9.36	17	32	8	130660.22772	24	
Q7KUT5	Protein MIX23	21.01	3	4	0	12190.8475	3	
Q7KUU5	Sulfhydryl oxidase	13.41	4	7	0	29082.6509	4	
Q7KUW2	5' nucleotidase B, isoform B	5.56	4	6	0	19589.3055	4	
Q7KUX7	Eukaryotic translation initiation factor 4H	56.42	15	46	0	195874.21789	25	
Q7KV27	alanine transaminase	47.01	23	110	0	5786689.1701	99	
Q7KV34	Pinkman	39.06	24	47	24	1576847.97932	44	
Q7KV94	Purine nucleoside phosphorylase	6.52	2	2	1	11999.647	1	
Q7KVB1	Iron-sulfur clusters transporter ABCB7, mitochondrial	3.67	3	3	0	1633.6133	1	
Q7KVI9	Uncharacterized protein, isoform B	22.04	4	23	1	107329.9239	16	
Q7KVL7	Vacuolar protein sorting-associated protein 35	2.24	2	2	0	3167.2766	1	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	48.76	18	101	0	3047689.43951	78	
Q7KY04	small monomeric GTPase	15.96	3	10	2	21319.557	2	
Q7PL91	GEO11417p1	26.6	3	13	3	169370.47538000002	10	
Q7PLE9	Ras-related protein Rab-21	8.56	2	3	1	4278.471	1	
Q7PLI0	P120 catenin	10.5	10	17	10	85099.82735	13	
Q7PLL3	Eukaryotic initiation factor 4B	33.12	15	31	2	204420.39755	28	
Q7PLS1	LD01937p	11.46	5	8	0	24109.1577	7	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	24.28	4	7	4	21614.9725	4	
Q7YU88	SD08871p	5.67	6	8	0	6430.5401	4	
Q86B44	Glutathione synthetase	11.03	6	11	0	78450.78215	7	
Q86B74	WASp, isoform C	16.19	7	10	0	6884.5905	5	
Q86B93	Uncharacterized protein, isoform D	8.54	1	1	0	5577.039	1	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	5.62	2	2	0	5730.7401	2	
Q86BI3	Zinc-finger protein at 72D, isoform B	17.31	15	26	3	110796.07860000001	23	
Q86BM0	Uncharacterized protein, isoform A	30.62	8	23	8	113260.20452	14	
Q86BM5	A kinase anchor protein 200, isoform D	20.07	15	41	3	483009.22755999997	35	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	29.79	10	25	0	293784.63356	23	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	65.08	6	28	0	645422.42825	26	
Q86BR8	Mitochondrial transcription factor A, isoform B	37.68	13	45	0	356986.86672	43	
Q86BS3	Chromator, isoform A	27.65	20	50	20	206313.70112	40	
Q86BS7	Glycogen debranching enzyme	3.17	6	9	0	10442.7333	4	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	21.51	7	17	7	186793.42223	16	
Q86PF5	PRKCA-binding protein	8.62	5	7	0	21430.80576	5	
Q8I099	Uncharacterized protein, isoform A	16.56	5	8	5	70634.65703999999	7	
Q8I0D4	RE20510p	20.9	17	39	0	752013.85964	28	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	35.63	3	6	3	12108.991	5	
Q8I0P9	acid phosphatase	1.76	1	2	0	5057.874	1	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	23.63	10	20	10	92457.71899	19	
Q8I930	GH14147p	4.68	3	4	0	5848.482400000001	2	
Q8I941	GH16843p	28.83	7	29	7	210601.7516	25	
Q8IGI1	Misexpression suppressor of KSR 2, isoform J	18.8	8	19	1	8132.137540000001	4	
Q8IGY1	RE08101p	33.61	41	326	0	8823311.22266	144	
Q8IH23	GEO02102p1	43.7	5	11	5	43908.96326	9	
Q8IM93	FI18814p1	36.72	17	40	17	168121.61415	27	
Q8IMF4	RE24176p	10.11	5	7	0	11953.695300000001	4	
Q8IMJ0	VhaAC45-related protein, isoform A	16.41	7	31	0	493309.3841	23	
Q8IMK7	Alphabet, isoform B	7.28	3	4	0	19072.0282	3	
Q8IMQ8	RH29536p	33.72	10	31	0	330525.1076	27	
Q8IMT3	IP12392p	5.95	3	4	3	7176.164	2	
Q8IMT6	FI01822p	6.64	3	6	3	53855.40275	6	
Q8IMU2	RE10237p	13.88	3	5	0	22913.5256	4	
Q8IMV6	Scaffold attachment factor B, isoform B	4.42	3	3	3	414.20795	1	
Q8IMX4	FI04408p	6.6	2	7	0	25535.2609	6	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	40.78	4	13	4	80326.3906	11	
Q8IN49	MIP05539p	7.19	7	14	7	91532.17237999999	11	
Q8IN51	FI17609p1	21.17	3	9	3	29222.88608	7	
Q8IN95	Nuclear migration protein nudC	5.56	2	2	2	2568.1304	2	
Q8INA9	Fasciclin 1, isoform C	43.97	29	147	1	33960.1962	4	
Q8ING0	Peptidase S1 domain-containing protein	6.92	4	8	4	17971.5114	4	
Q8INH5	Aminopeptidase	5.65	6	9	0	21371.1671	8	
Q8INQ9	LIM domain-containing protein	10.63	4	5	0	29908.4156	5	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	16.21	6	16	4	27833.6518	7	
Q8IP52	RE16941p	3.69	4	4	4	941.5967499999999	2	
Q8IP62	Small ribosomal subunit protein mS23	23.28	4	4	4	3733.4113	3	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	24.93	10	32	1	330213.97676	26	
Q8IP94	threonine--tRNA ligase	5.36	4	6	0	24601.546599999998	5	
Q8IP97	Peroxin-19	54.11	10	30	10	660354.95667	26	
Q8IPA5	RE15581p	6.07	2	2	0	13005.169	1	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	37.93	6	9	0	20519.95409	7	
Q8IPD8	Cuticular protein 30F	40.41	6	12	6	159948.8707	10	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	62.77	38	117	1	2809410.97529	105	
Q8IPG8	Uncharacterized protein	17.77	4	12	4	43969.3607	11	
Q8IPK0	Stathmin, isoform B	5.3	2	2	0	2162.454	1	
Q8IPP8	Ketoreductase domain-containing protein	45.31	9	24	8	199225.62454000002	17	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	6.5	2	2	0	591.68445	1	
Q8IPT0	ER membrane protein complex subunit 10	18.94	4	4	0	36738.53846	3	
Q8IPT9	SD05439p1	36.84	12	19	0	472636.54410000006	15	
Q8IPU3	hydroxyacylglutathione hydrolase	29.31	9	60	0	769519.88975	44	
Q8IPU7	BNIP3, isoform C	10.17	2	3	0	9327.02554	3	
Q8IPW1	Arouser, isoform A	10.81	8	14	0	25510.09098	12	
Q8IPZ5	Uncharacterized protein, isoform B	15.12	8	14	0	27417.5557	11	
Q8IQ99	PAR-domain protein 1, isoform J	4.11	3	4	0	15712.7609	4	
Q8IQB7	MIP21654p	9.44	3	5	3	1045.81441	3	
Q8IQB8	Tequila, isoform D	5.66	7	7	1	19060.63004	4	
Q8IQC6	Small VCP interacting protein, isoform A	42.68	6	10	6	45241.81325	10	
Q8IQD3	Uncharacterized protein, isoform C	5.3	3	6	3	39819.89674	4	
Q8IQD7	Phospholipid scramblase	5.15	1	3	0	12160.5871	3	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	7.34	9	17	2	55293.9264	11	
Q8IQH0	FI12817p	5.22	8	11	0	37592.10163	10	
Q8IQM5	Uncharacterized protein, isoform A	20.82	6	14	1	81818.18615	10	
Q8IQM9	folate gamma-glutamyl hydrolase	6.43	3	5	3	6596.29504	4	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	15.63	17	30	1	80191.92805	24	
Q8IQT0	Gamma-glutamylcyclotransferase	8.72	2	3	1	39967.278900000005	3	
Q8IQV4	Lysosome-associated membrane glycoprotein 2-like luminal domain-containing protein	2.71	2	4	2	33456.020000000004	4	
Q8IQW5	RE23625p	79.17	16	78	4	2612194.99871	61	
Q8IR41	Uncharacterized protein, isoform C	0.61	1	1	0	773.3211	1	
Q8IR72	FI19011p1	10.06	1	3	1	12868.8997	3	
Q8IR76	FAD synthase	12.59	4	7	0	21966.96155	6	
Q8IRD0	RH17559p	42.86	3	12	3	98277.2368	10	
Q8IRD3	Glutathione peroxidase	51.68	11	86	0	3159456.64446	72	
Q8IRH0	Puromycin-sensitive aminopeptidase	14.15	17	31	0	166047.55131	26	
Q8IRI5	Trio, isoform D	8.83	7	10	0	34777.6777	8	
Q8IRQ5	fumarate hydratase	74.95	29	186	0	7169313.1610199995	150	
Q8MKK1	AaRS-interacting multifunctional protein 3	15.08	3	6	3	24504.5262	4	
Q8MLP9	GEO08457p1	16.96	2	5	2	5815.0541299999995	5	
Q8MLQ0	FI14118p	21.05	2	3	2	40658.9395	3	
Q8MLS1	5-formyltetrahydrofolate cyclo-ligase	17.91	4	14	4	85700.3034	10	
Q8MLS2	ribose-5-phosphate isomerase	25.31	5	5	5	39763.7553	5	
Q8MLW0	Receptor protein-tyrosine kinase	0.8	1	1	0	637.2006	1	
Q8MLW4	Uncharacterized protein, isoform A	31.39	8	17	8	150899.4818	14	
Q8MMD2	Epidermal growth factor receptor pathway substrate clone 15, isoform B	32.55	32	79	0	1980380.48469	73	
Q8MQP2	MIP16184p	7.0	2	5	0	42029.735	4	
Q8MRI4	Diphthine--ammonia ligase	5.99	5	5	5	23928.367	2	
Q8MRM0	GH16740p	23.63	6	17	6	107281.2626	14	
Q8MRS5	AT03104p	3.18	3	3	0	2201.8994	1	
Q8MRT7	SD26038p	13.22	3	7	3	37564.94684	7	
Q8MS69	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	4.73	2	3	2	6090.843	2	
Q8MSB1	E3 ubiquitin-protein transferase MAEA	11.17	4	4	4	5302.7939	2	
Q8MSI2	GH15296p	77.78	17	127	17	5712203.10874	100	
Q8MSS7	Small ribosomal subunit protein uS2m	13.26	3	4	3	6718.3151	3	
Q8MST5	Tubulin beta chain	47.92	18	97	0	797301.34307	35	
Q8MT58	Carnosine dipeptidase 2, isoform A	44.77	20	64	4	1561252.49101	56	
Q8MZ07	GEO07581p1	10.96	2	5	2	14752.335500000001	3	
Q8MZI3	RNA helicase	17.36	13	23	6	111194.56073	15	
Q8SWS2	RE29468p	39.05	5	14	0	185177.3162	10	
Q8SWS3	RE26528p	17.13	2	3	2	84609.58840000001	3	
Q8SWZ6	RH51312p	8.33	2	3	2	3661.4912	2	
Q8SX35	GEO07743p1	33.33	3	8	1	48425.18125	7	
Q8SX50	RE04530p	14.96	6	11	0	30326.152869999998	11	
Q8SX54	CLIP domain-containing serine protease	2.78	1	1	1	448.35602	1	
Q8SX57	LD44221p	42.41	8	19	8	142673.9057	16	
Q8SX78	LD05679p	19.7	8	11	8	25114.1986	7	
Q8SX89	Kugelkern, isoform A	9.82	5	6	5	24454.501	5	
Q8SXC2	FI04487p	7.56	4	4	4	12793.5234	3	
Q8SXD5	GH02216p	53.85	11	59	2	892827.09012	47	
Q8SXE1	RH69521p	6.23	3	3	3	773.7243	1	
Q8SXF0	Small ribosomal subunit protein uS9m	8.35	4	9	4	59228.0861	7	
Q8SXF2	RH40246p	10.75	5	7	5	18307.1365	6	
Q8SXG7	tRNA selenocysteine-associated protein 1	5.06	2	2	2	4419.22658	2	
Q8SXK0	RE18748p	10.55	3	3	3	5122.350549999999	3	
Q8SXM8	Lysine--tRNA ligase	21.95	13	35	0	152245.33959	26	
Q8SXP8	TAR DNA-binding protein 43	9.98	5	5	2	15267.1883	3	
Q8SXQ1	aldehyde dehydrogenase (NAD(+))	28.15	13	30	13	158463.07007	19	
Q8SXQ5	Glutaredoxin-related protein 5, mitochondrial	10.06	2	6	2	185059.59475	5	
Q8SXS0	RE40914p	11.92	4	6	4	9055.2947	5	
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	35.15	13	28	13	392654.537	22	
Q8SY13	Beaten path IIIc, isoform A	8.62	4	6	0	14664.064040000001	5	
Q8SY19	Microsomal glutathione S-transferase 1	13.16	2	10	1	160796.6497	8	
Q8SY58	Ketimine reductase mu-crystallin	6.48	2	3	2	2129.97626	2	
Q8SY67	lysozyme	35.85	3	3	3	42096.233	2	
Q8SY69	MICOS complex subunit MIC10	29.17	3	11	3	198112.3365	10	
Q8SYC4	RE68566p	1.97	1	1	1	2533.838	1	
Q8SYD9	Endophilin B, isoform A	57.69	19	89	0	1711128.89906	77	
Q8SYG3	E2 ubiquitin-conjugating enzyme	52.98	9	22	1	302618.58439	16	
Q8SYH8	RE57644p	19.78	5	13	1	76793.2789	8	
Q8SYJ2	GEO09626p1	61.45	8	53	8	3332958.65899	48	
Q8SYN0	RE52086p	9.56	4	5	4	7832.11698	4	
Q8SYQ4	RE42475p	52.03	10	68	10	745929.3176300001	52	
Q8SYQ8	RE40412p	32.35	5	10	5	30638.38604	10	
Q8SZK5	RH26533p	10.93	3	5	3	15131.9168	5	
Q8SZK9	HL04814p	47.19	11	54	11	1983711.70583	46	
Q8SZM2	RH04334p	28.15	10	38	10	1258378.51806	33	
Q8SZN1	GEO08217p1	51.61	7	31	3	595529.12083	28	
Q8T0I9	GH27479p	23.63	10	27	1	295168.28059	21	
Q8T0J5	GH26851p	29.62	9	33	0	521797.89946000004	31	
Q8T0N5	GH17516p	16.56	6	16	6	255582.1464	15	
Q8T0U6	Serine/threonine-protein phosphatase	12.15	6	13	0	37407.40314	6	
Q8T0V2	GH02495p	21.25	10	23	0	109797.81137000001	18	
Q8T389	Endophilin B	56.35	18	77	0	6730.3364	1	
Q8T3V6	Large ribosomal subunit protein uL29m	6.27	2	2	2	728.9729199999999	2	
Q8T3W8	Venom allergen-1	20.61	6	10	0	25307.94107	7	
Q8T4G5	AFG3 like matrix AAA peptidase subunit 2, isoform A	26.51	22	41	2	430339.64759999997	37	
Q8T6I0	Achaete scute target 1, isoform B	50.94	25	77	0	1396372.26877	62	
Q8T972	N-terminal E2 ubiquitin-conjugating enzyme	6.49	1	2	0	15070.983	2	
Q8WR19	AFGF intracellular binding protein	2.23	1	1	1	9092.959	1	
Q94513	Boundary element associated factor	12.41	5	12	1	23969.016630000002	6	
Q94533	Ribosomal protein S6 kinase	5.31	3	7	3	31534.1197	5	
Q95NU8	GH16255p	16.25	8	18	8	87154.61261000001	16	
Q95NV8	Allatostatin C, isoform B	9.92	1	4	0	27180.70885	3	
Q95PE4	GEO07784p1	6.17	1	1	1	515.6074	1	
Q95R34	GH16463p	9.71	3	4	3	14206.778599999998	2	
Q95R98	Protein phosphatase methylesterase 1	12.22	5	11	5	42275.39903	4	
Q95RB1	Pre-mRNA-splicing factor RBM22	18.66	8	19	8	44518.608290000004	15	
Q95RB2	Cuticular protein 49Ae	81.34	9	171	9	13882971.47267	134	
Q95RE4	LD37574p	44.32	15	30	1	32528.33297	19	
Q95RF6	LD34461p	43.27	5	7	5	60764.2822	5	
Q95RI2	LD28549p	27.78	9	14	9	30490.25453	9	
Q95RI7	Survival of motor neuron-related-splicing factor 30	24.69	6	8	1	31393.336600000002	7	
Q95RQ1	LD16414p	3.71	2	2	2	838.393	1	
Q95RR6	LD15002p	64.6	17	77	0	46378.85	2	
Q95RS6	Phenoloxidase-activating factor 2	17.34	6	13	6	86323.1587	12	
Q95RV5	Ribulose-phosphate 3-epimerase	12.22	2	4	2	250277.4728	4	
Q95RY2	LD01461p	20.61	5	11	1	85271.49405000001	9	
Q95SH0	GH26463p	5.58	5	6	5	6947.517	1	
Q95SH2	Charged multivesicular body protein 1, isoform A	33.99	9	38	9	309987.16445	28	
Q95SH7	GH26007p	7.94	2	3	2	680.9516000000001	2	
Q95SI7	GH23390p	75.09	17	43	17	1291452.77612	40	
Q95SN8	GH12395p	26.76	5	14	5	119161.71800000001	11	
Q95TK5	LD44914p	12.95	7	17	7	107861.8336	13	
Q95TL8	Endoplasmic reticulum protein 44, isoform A	30.58	13	39	0	451517.97324	34	
Q95TP0	LD34582p	1.97	1	1	1	4083.3862	1	
Q95TZ7	GH19182p	79.35	28	155	0	2754214.82103	115	
Q95U15	GH14252p	82.05	32	274	0	1550845.0855999999	24	
Q95U34	GH11113p	20.41	10	36	10	277701.60375	28	
Q95WY3	Nucleolar protein 56	9.68	5	6	5	62359.16883	6	
Q960D4	SD06560p	22.09	14	22	0	182885.29005	19	
Q960M4	Peroxiredoxin-5	64.74	12	97	12	4444136.56068	80	
Q960Y8	Aluminum tubes, isoform G	21.28	19	34	0	136182.78033	26	
Q961B3	5'-nucleotidase domain-containing protein 1	4.49	3	5	0	11418.984499999999	4	
Q961B9	LD24073p	8.37	4	4	4	10568.11547	2	
Q961C8	LD22649p	15.3	5	10	0	21615.531929999997	7	
Q961E7	phosphorylase kinase	10.74	5	5	1	20994.97188	4	
Q961K6	GH19047p	4.19	3	3	3	7531.9964	3	
Q961Q8	GH10454p	10.86	5	7	5	45837.70376	6	
Q961T9	GH07914p	35.88	6	11	6	100725.21327	9	
Q961X4	Combover, isoform B	10.01	8	13	0	52577.16906	10	
Q966T5	Paxillin, isoform D	37.06	7	18	2	53204.4288	7	
Q967S0	Amidophosphoribosyltransferase	10.97	6	11	0	33671.7351	8	
Q9I7I3	GH12831p	9.56	3	4	3	6691.6006	4	
Q9I7J0	GH21596p	73.37	11	57	11	1457234.2428000001	44	
Q9I7K3	N-acyl-aliphatic-L-amino acid amidohydrolase	3.49	2	4	2	18279.1355	3	
Q9I7L9	Uncharacterized protein, isoform A	15.91	6	8	0	16650.28914	7	
Q9I7M3	Uncharacterized protein, isoform A	48.17	12	30	1	930441.01884	26	
Q9I7Q5	Cuticular protein 65Au, isoform A	65.09	7	19	7	1543057.60055	18	
Q9NCC3	Sorting nexin	14.34	8	16	8	92127.7381	16	
Q9U1K7	Thioredoxin domain-containing protein 17	16.3	3	10	3	64789.49165	7	
Q9U1L2	EG:BACR7A4.14 protein	37.05	9	16	9	86479.23663	13	
Q9U6P7	FI18813p1	14.35	7	9	7	42571.0988	9	
Q9U6R9	Gamma-soluble NSF attachment protein	57.28	17	44	15	749302.92792	41	
Q9U9Q2	Neosin, isoform A	12.13	5	6	5	17965.6521	5	
Q9V393	Kurtz arrestin	10.0	5	9	5	113196.59487	8	
Q9V396	Carbonic anhydrase	46.67	12	54	12	1157615.56558	44	
Q9V3A8	Ergic53, isoform A	11.13	7	10	7	54303.83575	7	
Q9V3C8	DShc protein	3.42	2	3	2	5262.3506	1	
Q9V3D9	Signal recognition particle 54 kDa protein	13.19	8	16	8	107179.18346999999	13	
Q9V3E3	Large ribosomal subunit protein mL50	10.05	2	3	2	7747.7771	2	
Q9V3E7	LD24793p	42.48	12	35	12	373348.54525	30	
Q9V3E9	RNA polymerase II-associated protein 3	5.24	3	4	3	12905.419	4	
Q9V3F8	Pyrroline-5-carboxylate reductase	25.71	5	13	5	205319.47621999998	13	
Q9V3H0	DNAation factor-related protein 4	4.22	2	2	2	2895.8645	1	
Q9V3I0	EG:BACR42I17.2 protein	6.09	2	8	2	19387.27957	7	
Q9V3L7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	48.0	4	6	4	134967.897	6	
Q9V3N7	dihydropyrimidinase	38.03	21	56	6	1084166.04565	46	
Q9V3N9	B6	5.73	4	6	4	21654.06386	4	
Q9V3P3	LD45860p	40.0	10	21	10	501396.85251000006	19	
Q9V3Q4	thioredoxin-dependent peroxiredoxin	11.16	3	9	3	77947.5417	8	
Q9V3R3	GPN-loop GTPase	5.5	2	3	2	7486.4557	3	
Q9V3T8	LD32469p	14.36	4	5	4	39349.0444	5	
Q9V3U6	26-29kD-proteinase	24.41	11	43	11	1131088.28744	39	
Q9V3V2	peptidylprolyl isomerase	67.59	13	44	1	770427.34447	39	
Q9V3V6	26S proteasome regulatory complex subunit p50	53.27	21	64	20	1528652.4895	53	
Q9V3V9	Endonuclease G inhibitor, isoform A	47.63	16	37	16	524398.34914	33	
Q9V3W2	GM23292p	61.08	12	86	12	2475392.38797	70	
Q9V3W7	LD40489p	41.18	10	24	10	202443.0427	16	
Q9V3W9	UV excision repair protein RAD23	28.5	9	33	4	143475.78128	26	
Q9V3Y4	LD43650p	6.65	2	4	2	3098.5745	1	
Q9V3Y7	Uncharacterized protein, isoform A	37.54	11	33	11	165854.70375	27	
Q9V3Z4	GH11341p	22.31	12	31	12	134072.08418	24	
Q9V3Z9	HL02234p	46.21	14	53	14	2046569.03054	38	
Q9V400	Integrin linked kinase, isoform A	6.7	4	6	3	16214.9339	5	
Q9V405	26S proteasome regulatory subunit 6B	41.65	19	51	11	586094.30618	38	
Q9V406	Activator protein 4	9.03	7	16	7	36520.97254	9	
Q9V420	FI02878p	13.91	5	10	5	63314.609840000005	10	
Q9V428	Ras suppressor protein 1	29.33	9	20	9	178482.91451	15	
Q9V434	Asparagine--tRNA ligase, cytoplasmic	4.66	3	5	3	18259.5495	3	
Q9V436	26S proteasome non-ATPase regulatory subunit 8	29.17	7	12	7	156455.5473	8	
Q9V455	Importin subunit alpha	15.95	9	16	9	252538.12272999997	12	
Q9V470	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	33.41	15	35	15	424379.74197	33	
Q9V491	Plexin A, isoform A	1.03	2	2	0	1422.49793	2	
Q9V4C1	Uncharacterized protein, isoform E	29.3	23	61	0	998718.32817	50	
Q9V4D9	Purine-rich binding protein-alpha, isoform B	64.0	17	75	0	1324658.5546	63	
Q9V4E0	Complex I-49kD	26.28	9	14	8	182222.26369	13	
Q9V4E7	Transporter	3.62	3	6	2	19993.6362	5	
Q9V7W9	Nuclear inhibitor of protein phosphatase 1	8.88	3	3	3	5718.75	3	
Q9V9M7	Large ribosomal subunit protein eL21	35.22	6	13	6	98823.8501	10	
Q9V9Q4	LD43819p	24.01	9	22	9	248593.0657	16	
Q9V9S0	Lysosome-associated membrane glycoprotein 5	8.81	2	5	2	90783.6155	2	
Q9V9T5	GM14617p	15.04	10	14	1	31701.76199	10	
Q9V9T9	Beta-glucuronidase	2.62	2	2	2	2701.72466	2	
Q9V9U0	RE35358p	10.11	2	3	2	732.935	1	
